Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	CY062394	No	4	1701	H1N1	09/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10757/2009(H1N1)	
HA	CY062395	No	4	1701	H1N1	09/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10760/2009(H1N1)	
HA	CY062396	No	4	1701	H1N1	09/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10765/2009(H1N1)	
HA	CY062397	No	4	1701	H1N1	09/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10767/2009(H1N1)	
HA	CY062398	No	4	1701	H1N1	09/13/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10771/2009(H1N1)	
HA	CY062399	No	4	1701	H1N1	09/12/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10782/2009(H1N1)	
HA	CY062400	No	4	1701	H1N1	09/07/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10786/2009(H1N1)	
HA	CY062401	No	4	1701	H1N1	09/13/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10788/2009(H1N1)	
HA	CY062402	No	4	1701	H1N1	09/12/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10790/2009(H1N1)	
HA	CY062403	No	4	1701	H1N1	09/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10974/2009(H1N1)	
HA	CY062405	No	4	1701	H1N1	10/16/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N11215/2009(H1N1)	
HA	CY062406	No	4	1701	H1N1	10/16/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N11216/2009(H1N1)	
HA	CY062407	No	4	1701	H1N1	10/14/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N11219/2009(H1N1)	
HA	KY328765	No	4	1701	H1N1	04/09/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Ahvaz/106899/2015	
HA	GU014772	No	4	1701	H1N1	06/15/2009	IRD:Human	Japan	-N/A-	08-09	A/Aichi/198/2009(H1N1)	
HA	GU014774	Yes	4	1701	H1N1	06/16/2009	IRD:Human	Japan	-N/A-	08-09	A/Aichi/202/2009(H1N1)	
HA	GQ365410	Yes	4	1701	H1N1	06/11/2009	IRD:Human	Japan	-N/A-	08-09	A/Akita/1/2009(H1N1)	
HA	KC780620	Yes	4	1701	H1N1	01/04/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/01/2010	
HA	KC781903	Yes	4	1701	H1N1	01/04/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/01/2010	
HA	KC891323	No	4	1701	H1N1	01/06/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/01/2012	
HA	KT274668	No	4	1701	H1N1	01/02/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/01/2014	
HA	KY044687	Yes	4	1752	H1N1	01/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/01/2016	
HA	KX005849	Yes	4	1752	H1N1	01/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/01/2016	
HA	MH083301	Yes	4	1752	H1N1	01/02/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/01/2018	
HA	MT244087	Yes	4	1752	H1N1	01/12/2020	IRD:Human	USA	Alabama	19-20	A/Alabama/01/2020	
HA	GQ894929	Yes	4	1701	H1N1	04/27/2009	IRD:Human	USA	Alabama	08-09	A/Alabama/02/2009(H1N1)	
HA	KC780353	No	4	1701	H1N1	01/23/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/02/2010	
HA	KC882232	No	4	1701	H1N1	01/04/2011	IRD:Human	USA	Alabama	10-11	A/Alabama/02/2011	
HA	KM409214	No	4	1701	H1N1	01/14/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/02/2014	
HA	MH083309	Yes	4	1752	H1N1	01/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/02/2018	
HA	MT244098	Yes	4	1752	H1N1	01/15/2020	IRD:Human	USA	Alabama	19-20	A/Alabama/02/2020	
HA	KC781169	Yes	4	1701	H1N1	03/01/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/03/2010	
HA	KM409259	No	4	1701	H1N1	03/05/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/03/2014	
HA	MK630770	Yes	4	1752	H1N1	01/02/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/03/2019	
HA	MT244105	Yes	4	1752	H1N1	02/04/2020	IRD:Human	USA	Alabama	19-20	A/Alabama/03/2020	
HA	KC781129	No	4	1701	H1N1	11/02/2009	IRD:Human	USA	Alabama	09-10	A/Alabama/04/2009	
HA	KC781175	No	4	1701	H1N1	03/15/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/04/2010	
HA	KF647918	No	4	1701	H1N1	02/25/2013	IRD:Human	USA	Alabama	12-13	A/Alabama/04/2013	
HA	MT244111	Yes	4	1752	H1N1	02/04/2020	IRD:Human	USA	Alabama	19-20	A/Alabama/04/2020	
HA	CY220911	Yes	4	1752	H1N1	01/30/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/05/2017	
HA	MH125602	Yes	4	1753	H1N1	01/12/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/05/2018	
HA	MT303191	No	4	1752	H1N1	02/08/2020	IRD:Human	USA	Alabama	19-20	A/Alabama/05/2020	
HA	KC781192	No	4	1701	H1N1	07/19/2010	IRD:Human	USA	Alabama	-N/A-	A/Alabama/06/2010	
HA	KC891425	No	4	1701	H1N1	03/19/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/06/2012	
HA	MK630778	Yes	4	1752	H1N1	01/19/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/06/2019	
HA	MT303224	Yes	4	1752	H1N1	02/10/2020	IRD:Human	USA	Alabama	19-20	A/Alabama/06/2020	
HA	KX409707	Yes	4	1752	H1N1	03/10/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/07/2016	
HA	MH125610	Yes	4	1752	H1N1	01/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/07/2018	
HA	KC780614	No	4	1701	H1N1	12/04/2009	IRD:Human	USA	Alabama	09-10	A/Alabama/08/2009	
HA	KT274236	No	4	1701	H1N1	10/05/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/08/2013	
HA	KX409715	Yes	4	1752	H1N1	03/07/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/08/2016	
HA	MH125618	Yes	4	1752	H1N1	01/15/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/08/2018	
HA	MK772909	Yes	4	1752	H1N1	01/31/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/09/2019	
HA	KX411299	Yes	4	1752	H1N1	04/05/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/10/2016	
HA	MH125626	Yes	4	1752	H1N1	01/18/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/10/2018	
HA	KX411307	Yes	4	1752	H1N1	04/05/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/11/2016	
HA	MH125634	Yes	4	1752	H1N1	01/18/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/11/2018	
HA	KX411859	Yes	4	1752	H1N1	05/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/12/2016	
HA	MH125642	Yes	4	1752	H1N1	01/18/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/12/2018	
HA	MK772917	Yes	4	1752	H1N1	02/04/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/12/2019	
HA	KU589370	Yes	4	1752	H1N1	12/02/2015	IRD:Human	USA	Alabama	15-16	A/Alabama/13/2015	
HA	KC881637	No	4	1701	H1N1	12/28/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/14/2010	
HA	MH125650	Yes	4	1752	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/15/2018	
HA	KT274563	No	4	1701	H1N1	12/01/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/16/2013	
HA	MH125658	Yes	4	1752	H1N1	02/05/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/16/2018	
HA	MH443420	Yes	4	1752	H1N1	02/05/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/16/2018	
HA	MH183453	Yes	4	1752	H1N1	02/08/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/17/2018	
HA	MK855605	Yes	4	1752	H1N1	03/10/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/17/2019	
HA	MH183461	Yes	4	1752	H1N1	02/10/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/19/2018	
HA	MK999442	Yes	4	1752	H1N1	03/20/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/19/2019	
HA	MH359814	Yes	4	1752	H1N1	02/26/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/21/2018	
HA	CY256517	Yes	4	1752	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	
HA	CY258508	Yes	4	1752	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	
HA	MH245901	Yes	4	1752	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	
HA	CY258500	Yes	4	1752	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	
HA	CY256509	Yes	4	1752	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	
HA	MH601179	Yes	4	1752	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	
HA	MT034585	Yes	4	1752	H1N1	12/01/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/25/2019	
HA	MT034593	Yes	4	1752	H1N1	12/01/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/25/2019	
HA	MG978451	Yes	4	1752	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	
HA	CY263255	Yes	4	1752	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	
HA	MT034599	Yes	4	1752	H1N1	12/11/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/26/2019	
HA	MT034609	Yes	4	1752	H1N1	12/11/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/26/2019	
HA	MH601194	Yes	4	1752	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	
HA	MT167169	Yes	4	1752	H1N1	12/23/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/27/2019	
HA	MT167177	Yes	4	1752	H1N1	12/23/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/27/2019	
HA	CY263247	Yes	4	1752	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	
HA	MG978459	Yes	4	1752	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	
HA	MT167185	Yes	4	1752	H1N1	12/25/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/28/2019	
HA	MT167193	Yes	4	1752	H1N1	12/25/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/28/2019	
HA	MH601202	Yes	4	1752	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	
HA	MH669907	Yes	4	1752	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	
HA	MH601218	Yes	4	1752	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	
HA	MK245926	Yes	4	1752	H1N1	10/02/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/33/2018	
HA	MK364033	Yes	4	1752	H1N1	10/02/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/33/2018	
HA	CY147209	No	4	1701	H1N1	04/19/2013	IRD:Human	USA	Alabama	12-13	A/Alabama/3317/2013	
HA	MH083317	Yes	4	1752	H1N1	12/15/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/34/2017	
HA	MK265658	Yes	4	1752	H1N1	10/17/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/34/2018	
HA	MK364443	Yes	4	1752	H1N1	10/17/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/34/2018	
HA	CY163472	No	4	1701	H1N1	11/05/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/3484/2013	
HA	MK556833	Yes	4	1753	H1N1	10/23/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/35/2018	
HA	MK364067	Yes	4	1752	H1N1	10/23/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/35/2018	
HA	CY187192	No	4	1701	H1N1	12/17/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/3524/2013	
HA	CY187193	No	4	1701	H1N1	12/17/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/3525/2013	
HA	MK398822	Yes	4	1752	H1N1	11/06/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/36/2018	
HA	MK398750	Yes	4	1752	H1N1	11/26/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/37/2018	
HA	MK556841	Yes	4	1752	H1N1	11/26/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/37/2018	
HA	CY187634	No	4	1701	H1N1	02/06/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3716/2014	
HA	CY187635	No	4	1701	H1N1	02/27/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3717/2014	
HA	CY187636	No	4	1701	H1N1	03/19/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3718/2014	
HA	MK475534	Yes	4	1752	H1N1	11/24/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/38/2018	
HA	MK475542	Yes	4	1752	H1N1	12/01/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/40/2018	
HA	MK626037	Yes	4	1752	H1N1	12/11/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/42/2018	
HA	MK556846	Yes	4	1752	H1N1	12/30/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/45/2018	
HA	CY208195	No	4	1701	H1N1	02/03/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4962/2016	
HA	CY208196	No	4	1701	H1N1	02/08/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4963/2016	
HA	CY208197	No	4	1701	H1N1	02/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4964/2016	
HA	CY208227	No	4	1701	H1N1	02/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4994/2016	
HA	CY208228	No	4	1701	H1N1	02/19/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4995/2016	
HA	CY208229	No	4	1701	H1N1	02/22/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4996/2016	
HA	CY208284	No	4	1701	H1N1	02/17/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5051/2016	
HA	CY208285	No	4	1701	H1N1	02/23/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5052/2016	
HA	CY208333	No	4	1701	H1N1	03/07/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5100/2016	
HA	CY208334	No	4	1701	H1N1	03/04/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5101/2016	
HA	CY208418	No	4	1701	H1N1	02/26/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5185/2016	
HA	CY209761	No	4	1701	H1N1	03/10/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5276/2016	
HA	CY209762	No	4	1701	H1N1	03/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5277/2016	
HA	CY209763	No	4	1701	H1N1	03/08/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5278/2016	
HA	CY209843	No	4	1701	H1N1	03/22/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5358/2016	
HA	CY209844	No	4	1701	H1N1	03/24/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5359/2016	
HA	CY210002	No	4	1701	H1N1	03/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5431/2016	
HA	CY210003	No	4	1701	H1N1	03/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5432/2016	
HA	MH885169	No	4	1701	H1N1	01/26/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/6755/2018	
HA	MH885170	No	4	1701	H1N1	01/29/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/6756/2018	
HA	MK381995	Yes	4	1701	H1N1	01/30/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/7007/2018	
HA	CY025381	Yes	4	1741	H1N1	02/28/2007	IRD:Human	USA	Alabama	06-07	A/Alabama/UR06-0455/2007	
HA	CY027411	Yes	4	1725	H1N1	03/06/2007	IRD:Human	USA	Alabama	06-07	A/Alabama/UR06-0536/2007	
HA	CY100844	No	4	1730	H1N1	04/01/2009	IRD:Human	USA	Alabama	08-09	A/Alabama/WRAIR1235P/2009	
HA	CY072074	No	4	1701	H1N1	03/05/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/115/2010(H1N1)	
HA	CY072075	No	4	1701	H1N1	03/10/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/119/2010(H1N1)	
HA	CY072076	No	4	1701	H1N1	03/15/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/140/2010(H1N1)	
HA	CY072077	No	4	1701	H1N1	03/13/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/143/2010(H1N1)	
HA	CY072078	No	4	1701	H1N1	03/22/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/166/2010(H1N1)	
HA	CY072079	No	4	1701	H1N1	03/24/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/171/2010(H1N1)	
HA	CY072080	No	4	1701	H1N1	03/26/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/201/2010(H1N1)	
HA	CY072081	No	4	1701	H1N1	03/31/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/266/2010(H1N1)	
HA	CY072082	No	4	1701	H1N1	03/02/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/96/2010(H1N1)	
HA	GQ476139	No	4	1698	H1N1	01/29/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/01/2009	
HA	KC781389	Yes	4	1701	H1N1	02/07/2010	IRD:Human	USA	Alaska	09-10	A/Alaska/01/2010	
HA	KC891337	No	4	1701	H1N1	03/14/2012	IRD:Human	USA	Alaska	11-12	A/Alaska/01/2012	
HA	KX406019	Yes	4	1752	H1N1	01/06/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/01/2016	
HA	KY044962	Yes	4	1752	H1N1	01/06/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/01/2016	
HA	MH125667	Yes	4	1752	H1N1	01/02/2018	IRD:Human	USA	Alaska	17-18	A/Alaska/01/2018	
HA	EU716540	No	4	1727	H1N1	01/16/2008	IRD:Human	USA	Alaska	07-08	A/Alaska/02/2008	
