Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	MK744636	No	4	1737	H3N2	01/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/01/2019	
HA	KC893090	No	4	1701	H3N2	01/21/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/02/2012	
HA	KT836052	Yes	4	1701	H3N2	01/26/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/02/2015	
HA	KX412662	Yes	4	1737	H3N2	01/27/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/02/2016	
HA	CY216609	Yes	4	1737	H3N2	01/05/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/02/2017	
HA	MK744667	No	4	1737	H3N2	01/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/02/2019	
HA	MK554949	No	4	1737	H3N2	01/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/02/2019	
HA	KC883039	No	4	1701	H3N2	04/04/2011	IRD:Human	USA	Alabama	10-11	A/Alabama/03/2011	
HA	KC892474	No	4	1701	H3N2	02/16/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/03/2012	
HA	KX412670	Yes	4	1737	H3N2	01/27/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/03/2016	
HA	CY216625	Yes	4	1737	H3N2	01/19/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/03/2017	
HA	MH081892	Yes	4	1737	H3N2	01/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/03/2018	
HA	KC892531	No	4	1701	H3N2	12/07/2011	IRD:Human	USA	Alabama	11-12	A/Alabama/04/2011	
HA	KT835907	Yes	4	1701	H3N2	01/22/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/04/2015	
HA	KX412678	Yes	4	1737	H3N2	01/31/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/04/2016	
HA	CY216633	Yes	4	1737	H3N2	01/23/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/04/2017	
HA	MK744672	Yes	4	1737	H3N2	01/03/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/04/2019	
HA	MK772106	Yes	4	1737	H3N2	01/03/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/04/2019	
HA	KC535440	No	4	1701	H3N2	07/13/2010	IRD:Human	USA	Alabama	-N/A-	A/Alabama/05/2010	
HA	KC892558	No	4	1701	H3N2	03/01/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/05/2012	
HA	KT838345	Yes	4	1701	H3N2	10/20/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/05/2014	
HA	KY089323	No	4	1701	H3N2	03/11/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/05/2015	
HA	KX412686	Yes	4	1737	H3N2	01/31/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/05/2016	
HA	MK772114	Yes	4	1737	H3N2	01/03/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/05/2019	
HA	MK744680	Yes	4	1737	H3N2	01/03/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/05/2019	
HA	KT838347	No	4	1701	H3N2	10/21/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/06/2014	
HA	KY089829	No	4	1701	H3N2	03/11/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/06/2015	
HA	KX412838	Yes	4	1737	H3N2	01/20/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/06/2016	
HA	KY044102	Yes	4	1737	H3N2	01/20/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/06/2016	
HA	CY220551	Yes	4	1737	H3N2	02/07/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/06/2017	
HA	MH126369	Yes	4	1737	H3N2	01/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/06/2018	
HA	KC882678	No	4	1701	H3N2	10/28/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/07/2010	
HA	KC893059	No	4	1701	H3N2	03/20/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/07/2012	
HA	KF789571	No	4	1701	H3N2	05/22/2013	IRD:Human	USA	Alabama	12-13	A/Alabama/07/2013	
HA	KT837659	Yes	4	1701	H3N2	10/23/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/07/2014	
HA	KT841992	Yes	4	1701	H3N2	02/11/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/07/2015	
HA	CY220559	Yes	4	1737	H3N2	02/07/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/07/2017	
HA	MK676811	Yes	4	1737	H3N2	01/17/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/07/2019	
HA	MN000552	Yes	4	1737	H3N2	01/17/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/07/2019	
HA	KC882801	No	4	1701	H3N2	11/03/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/08/2010	
HA	KC892181	No	4	1701	H3N2	04/04/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/08/2012	
HA	KT839381	Yes	4	1701	H3N2	11/05/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/08/2014	
HA	KT842463	Yes	4	1701	H3N2	02/14/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/08/2015	
HA	CY223045	Yes	4	1737	H3N2	02/20/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/08/2017	
HA	MN000560	Yes	4	1737	H3N2	01/26/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/08/2019	
HA	MK676819	Yes	4	1737	H3N2	01/26/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/08/2019	
HA	KT839293	Yes	4	1701	H3N2	11/05/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/09/2014	
HA	KT838698	Yes	4	1701	H3N2	11/05/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/09/2014	
HA	KT842000	Yes	4	1701	H3N2	02/14/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/09/2015	
HA	KX415704	Yes	4	1737	H3N2	02/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/09/2016	
HA	CY223053	Yes	4	1737	H3N2	02/24/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/09/2017	
HA	MH126307	Yes	4	1737	H3N2	01/16/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/09/2018	
HA	MH246242	Yes	4	1737	H3N2	01/16/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/09/2018	
HA	KC882574	No	4	1701	H3N2	11/07/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/10/2010	
HA	KT839990	Yes	4	1701	H3N2	12/04/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/10/2014	
HA	KX003906	Yes	4	1701	H3N2	09/08/2015	IRD:Human	USA	Alabama	-N/A-	A/Alabama/10/2015	
HA	CY230714	Yes	4	1737	H3N2	03/06/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/10/2017	
HA	MK772119	Yes	4	1737	H3N2	02/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/10/2019	
HA	MN000568	Yes	4	1737	H3N2	02/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/10/2019	
HA	KT839906	Yes	4	1701	H3N2	12/08/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/11/2014	
HA	CY230722	Yes	4	1737	H3N2	03/07/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/11/2017	
HA	MK772127	Yes	4	1737	H3N2	02/03/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/11/2019	
HA	MN000576	Yes	4	1737	H3N2	02/03/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/11/2019	
HA	KT839852	Yes	4	1701	H3N2	12/09/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/12/2014	
HA	CY230706	Yes	4	1737	H3N2	03/09/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/12/2017	
HA	KC882465	No	4	1701	H3N2	12/16/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/13/2010	
HA	CY209032	Yes	4	1737	H3N2	10/19/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/13/2016	
HA	KY289350	Yes	4	1737	H3N2	10/19/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/13/2016	
HA	CY239744	Yes	4	1737	H3N2	03/13/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/13/2017	
HA	CY230698	Yes	4	1737	H3N2	03/13/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/13/2017	
HA	MH126377	Yes	4	1737	H3N2	02/01/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/13/2018	
HA	MH897984	Yes	4	1737	H3N2	02/01/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/13/2018	
HA	MK856511	Yes	4	1737	H3N2	02/21/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/13/2019	
HA	MN246141	Yes	4	1737	H3N2	02/21/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/13/2019	
HA	KY289394	Yes	4	1737	H3N2	10/19/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/14/2016	
HA	CY213826	Yes	4	1737	H3N2	10/19/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/14/2016	
HA	CY232420	No	4	1737	H3N2	03/15/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/14/2017	
HA	MH126385	Yes	4	1737	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/14/2018	
HA	MH897992	Yes	4	1737	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/14/2018	
HA	MK856521	Yes	4	1737	H3N2	02/21/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/14/2019	
HA	MN246149	Yes	4	1737	H3N2	02/21/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/14/2019	
HA	CY210695	Yes	4	1737	H3N2	11/16/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/15/2016	
HA	CY230690	Yes	4	1737	H3N2	03/20/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/15/2017	
HA	MN221565	Yes	4	1737	H3N2	03/05/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/15/2019	
HA	MK856529	Yes	4	1737	H3N2	03/05/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/15/2019	
HA	CY210687	Yes	4	1737	H3N2	11/27/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/16/2016	
HA	CY239736	Yes	4	1737	H3N2	03/29/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/16/2017	
HA	CY230682	Yes	4	1737	H3N2	03/29/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/16/2017	
HA	MK856537	Yes	4	1737	H3N2	03/05/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/16/2019	
HA	MN221573	Yes	4	1737	H3N2	03/05/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/16/2019	
HA	KF790114	No	4	1701	H3N2	09/05/2012	IRD:Human	USA	Alabama	-N/A-	A/Alabama/17/2012	
HA	KF789662	No	4	1701	H3N2	09/05/2012	IRD:Human	USA	Alabama	-N/A-	A/Alabama/17/2012	
HA	CY212786	Yes	4	1737	H3N2	12/14/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/17/2016	
HA	CY230674	Yes	4	1737	H3N2	03/30/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/17/2017	
HA	KF790257	No	4	1701	H3N2	10/29/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/18/2012	
HA	CY212794	Yes	4	1737	H3N2	12/14/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/18/2016	
HA	CY228046	Yes	4	1737	H3N2	12/14/2016	IRD:Human	USA	Alabama	16-17	A/Alabama/18/2016	
HA	CY234754	Yes	4	1737	H3N2	05/04/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/18/2017	
HA	MH585852	Yes	4	1737	H3N2	02/10/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/18/2018	
HA	MN000581	Yes	4	1737	H3N2	03/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/18/2019	
HA	MN246157	Yes	4	1737	H3N2	03/01/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/18/2019	
HA	CY234762	Yes	4	1737	H3N2	05/04/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/19/2017	
HA	CY234770	Yes	4	1737	H3N2	05/04/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/20/2017	
HA	MH792466	Yes	4	1737	H3N2	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/20/2018	
HA	MH585860	Yes	4	1737	H3N2	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/20/2018	
HA	MN246165	Yes	4	1737	H3N2	03/21/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/20/2019	
HA	MN000589	Yes	4	1737	H3N2	03/21/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/20/2019	
HA	CY234746	Yes	4	1737	H3N2	05/09/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/21/2017	
HA	MN246170	Yes	4	1737	H3N2	04/04/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/21/2019	
HA	MN221581	Yes	4	1737	H3N2	04/04/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/21/2019	
HA	MN246178	Yes	4	1737	H3N2	04/04/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/22/2019	
HA	MN221589	Yes	4	1737	H3N2	04/04/2019	IRD:Human	USA	Alabama	18-19	A/Alabama/22/2019	
HA	MH601171	Yes	4	1737	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	
HA	MN638427	Yes	4	1737	H3N2	09/06/2019	IRD:Human	USA	Alabama	-N/A-	A/Alabama/23/2019	
HA	MN881117	Yes	4	1737	H3N2	09/06/2019	IRD:Human	USA	Alabama	-N/A-	A/Alabama/23/2019	
HA	KF789597	No	4	1701	H3N2	11/19/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/24/2012	
HA	CY257933	Yes	4	1737	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	
HA	CY250627	Yes	4	1737	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	
HA	MN819899	Yes	4	1737	H3N2	10/22/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/24/2019	
HA	MT030878	Yes	4	1737	H3N2	10/22/2019	IRD:Human	USA	Alabama	19-20	A/Alabama/24/2019	
HA	CY259882	Yes	4	1737	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	
HA	CY250619	Yes	4	1737	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	
HA	MH601182	Yes	4	1737	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	
HA	CY264179	Yes	4	1737	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	
HA	CY264203	Yes	4	1737	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	
HA	CY264187	Yes	4	1737	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	
HA	MH601210	Yes	4	1737	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	
HA	CY264195	Yes	4	1737	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	
HA	CY134657	No	4	1701	H3N2	12/11/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/3101/2012	
HA	CY134658	No	4	1701	H3N2	12/11/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/3102/2012	
HA	CY141176	No	4	1701	H3N2	12/20/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/3161/2012	
HA	CY141178	No	4	1701	H3N2	01/16/2013	IRD:Human	USA	Alabama	12-13	A/Alabama/3163/2013	
HA	CY141179	No	4	1701	H3N2	12/14/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/3164/2012	
HA	MH081897	Yes	4	1737	H3N2	12/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/33/2017	
HA	KF789912	No	4	1701	H3N2	12/18/2012	IRD:Human	USA	Alabama	12-13	A/Alabama/35/2012	
HA	MH126390	Yes	4	1737	H3N2	12/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/35/2017	
HA	MH081905	Yes	4	1737	H3N2	12/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/35/2017	
HA	MH081916	Yes	4	1737	H3N2	12/21/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/36/2017	
HA	CY187637	No	4	1701	H3N2	03/24/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3719/2014	
HA	MK474708	Yes	4	1737	H3N2	11/27/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/39/2018	
HA	MK744691	Yes	4	1737	H3N2	11/27/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/39/2018	
HA	CY193259	No	4	1701	H3N2	10/21/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4006/2014	
HA	CY193260	No	4	1701	H3N2	10/23/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4007/2014	
HA	CY193276	No	4	1701	H3N2	11/12/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4023/2014	
HA	CY193277	No	4	1701	H3N2	11/19/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4024/2014	
HA	CY193278	No	4	1701	H3N2	11/24/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4025/2014	
HA	CY193279	No	4	1701	H3N2	11/25/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4026/2014	
HA	CY193280	No	4	1701	H3N2	12/01/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4027/2014	
HA	MK474668	Yes	4	1737	H3N2	12/03/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/41/2018	
HA	MK744699	Yes	4	1737	H3N2	12/03/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/41/2018	
HA	CY193358	No	4	1701	H3N2	12/22/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4105/2014	
HA	CY193359	No	4	1701	H3N2	11/24/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4106/2014	
HA	CY193360	No	4	1701	H3N2	11/24/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4107/2014	
HA	CY193478	No	4	1701	H3N2	12/17/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4225/2014	
HA	CY193479	No	4	1701	H3N2	12/16/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4226/2014	
HA	CY193480	No	4	1701	H3N2	12/23/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4227/2014	
HA	CY193481	No	4	1701	H3N2	01/05/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/4228/2015	
HA	MK744707	Yes	4	1737	H3N2	12/11/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/43/2018	
HA	MK623044	Yes	4	1737	H3N2	12/11/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/43/2018	
HA	CY193640	No	4	1701	H3N2	01/09/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/4387/2015	
HA	MK623052	Yes	4	1737	H3N2	12/11/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/44/2018	
HA	MK744715	Yes	4	1737	H3N2	12/11/2018	IRD:Human	USA	Alabama	18-19	A/Alabama/44/2018	
HA	CY193754	No	4	1701	H3N2	01/20/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/4501/2015	
HA	CY193861	No	4	1701	H3N2	12/15/2014	IRD:Human	USA	Alabama	14-15	A/Alabama/4608/2014	
HA	CY193862	No	4	1701	H3N2	01/22/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/4609/2015	
HA	CY193985	No	4	1701	H3N2	02/05/2015	IRD:Human	USA	Alabama	14-15	A/Alabama/4732/2015	
HA	CY235004	No	4	1701	H3N2	01/17/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/5722/2017	
HA	CY244035	No	4	1701	H3N2	02/09/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/5923/2017	
HA	CY244196	No	4	1701	H3N2	02/27/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/6084/2017	
HA	CY244197	No	4	1701	H3N2	02/27/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/6085/2017	
HA	CY244198	No	4	1701	H3N2	03/03/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/6086/2017	
HA	MH778966	No	4	1701	H3N2	01/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/6618/2018	
HA	MH885168	No	4	1701	H3N2	01/25/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/6754/2018	
HA	MH885171	No	4	1701	H3N2	01/30/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/6757/2018	
HA	CY084299	No	4	1710	H3N2	12/16/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/AF2692/2010	
HA	CY026035	Yes	4	1721	H3N2	03/01/2007	IRD:Human	USA	Alabama	06-07	A/Alabama/UR06-0482/2007	
HA	CY025859	Yes	4	1721	H3N2	03/07/2007	IRD:Human	USA	Alabama	06-07	A/Alabama/UR06-0545/2007	
HA	CY093263	Yes	4	1731	H3N2	02/01/2009	IRD:Human	USA	Alabama	08-09	A/Alabama/WRAIR1242P/2009(H3N2)	
HA	KC882748	No	4	1701	H3N2	01/14/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/01/2011	
HA	KF789947	No	4	1701	H3N2	03/06/2013	IRD:Human	USA	Alaska	12-13	A/Alaska/01/2013	
HA	KM064051	No	4	1701	H3N2	01/19/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/01/2014	
HA	CY216057	Yes	4	1737	H3N2	01/08/2017	IRD:Human	USA	Alaska	16-17	A/Alaska/01/2017	
HA	MN000600	Yes	4	1737	H3N2	01/07/2019	IRD:Human	USA	Alaska	18-19	A/Alaska/01/2019	
HA	MK744720	Yes	4	1737	H3N2	01/07/2019	IRD:Human	USA	Alaska	18-19	A/Alaska/01/2019	
HA	KC535500	No	4	1701	H3N2	07/22/2010	IRD:Human	USA	Alaska	-N/A-	A/Alaska/02/2010	
HA	KC892853	No	4	1701	H3N2	03/06/2012	IRD:Human	USA	Alaska	11-12	A/Alaska/02/2012	
HA	KF790212	Yes	4	1701	H3N2	02/20/2013	IRD:Human	USA	Alaska	12-13	A/Alaska/02/2013	
HA	KF790407	Yes	4	1701	H3N2	02/20/2013	IRD:Human	USA	Alaska	12-13	A/Alaska/02/2013	
HA	CY222573	Yes	4	1737	H3N2	01/11/2017	IRD:Human	USA	Alaska	16-17	A/Alaska/02/2017	
HA	CY216065	Yes	4	1737	H3N2	01/11/2017	IRD:Human	USA	Alaska	16-17	A/Alaska/02/2017	
HA	MH126401	Yes	4	1737	H3N2	01/15/2018	IRD:Human	USA	Alaska	17-18	A/Alaska/02/2018	
HA	KC535486	No	4	1701	H3N2	08/06/2010	IRD:Human	USA	Alaska	-N/A-	A/Alaska/03/2010	
HA	KC892629	No	4	1701	H3N2	01/13/2012	IRD:Human	USA	Alaska	11-12	A/Alaska/03/2012	
HA	KF790118	No	4	1701	H3N2	04/05/2013	IRD:Human	USA	Alaska	12-13	A/Alaska/03/2013	
HA	KY090445	No	4	1701	H3N2	02/13/2015	IRD:Human	USA	Alaska	14-15	A/Alaska/03/2015	
HA	CY220247	Yes	4	1737	H3N2	01/23/2017	IRD:Human	USA	Alaska	16-17	A/Alaska/03/2017	
HA	FJ532066	No	4	1701	H3N2	08/09/2008	IRD:Human	USA	Alaska	-N/A-	A/Alaska/04/2008	
HA	KC882754	No	4	1701	H3N2	09/01/2010	IRD:Human	USA	Alaska	-N/A-	A/Alaska/04/2010	
HA	KF790088	No	4	1701	H3N2	05/14/2012	IRD:Human	USA	Alaska	11-12	A/Alaska/04/2012	
HA	KC892601	No	4	1701	H3N2	05/14/2012	IRD:Human	USA	Alaska	11-12	A/Alaska/04/2012	
HA	KF790391	No	4	1701	H3N2	04/24/2013	IRD:Human	USA	Alaska	12-13	A/Alaska/04/2013	
HA	KY044323	No	4	1737	H3N2	01/20/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/04/2016	
HA	CY220239	Yes	4	1737	H3N2	01/24/2017	IRD:Human	USA	Alaska	16-17	A/Alaska/04/2017	
HA	MH126411	Yes	4	1737	H3N2	01/22/2018	IRD:Human	USA	Alaska	17-18	A/Alaska/04/2018	
HA	MN000608	Yes	4	1737	H3N2	01/12/2019	IRD:Human	USA	Alaska	18-19	A/Alaska/04/2019	
HA	MK676827	Yes	4	1737	H3N2	01/12/2019	IRD:Human	USA	Alaska	18-19	A/Alaska/04/2019	
HA	EU516052	No	4	1701	H3N2	03/20/2007	IRD:Human	USA	Alaska	06-07	A/Alaska/05/2007	
HA	KC882787	No	4	1701	H3N2	12/08/2010	IRD:Human	USA	Alaska	10-11	A/Alaska/05/2010	
HA	KC882453	No	4	1701	H3N2	12/08/2010	IRD:Human	USA	Alaska	10-11	A/Alaska/05/2010	
HA	KF790378	No	4	1701	H3N2	04/23/2013	IRD:Human	USA	Alaska	12-13	A/Alaska/05/2013	
HA	KM064125	No	4	1701	H3N2	03/15/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/05/2014	
HA	KX414920	Yes	4	1737	H3N2	01/31/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/05/2016	
