Strain,gisaid_epi_isl
Australia/VIC07/2020,EPI_ISL_416415
Australia/QLD02/2020,EPI_ISL_407896
Togo/BMC-49989-20/2020,EPI_ISL_1437749
BurkinaFaso/4307/2020,EPI_ISL_660473
BurkinaFaso/3570/2020,EPI_ISL_660468
Coted-Ivoire/BKE-1979-bc76/2021,EPI_ISL_1365032
Australia/QLD1478/2020,EPI_ISL_849734
Australia/QLD1477/2020,EPI_ISL_849733
Nigeria/OS122-CV18/2020,EPI_ISL_455426
SierraLeone/KGH-G-8626/2020,EPI_ISL_512817
Nigeria/CV816/2021,EPI_ISL_1173243
Gabon/ITM-K011/2020,EPI_ISL_539573
Jordan/IR-ALSR-2578/2020,EPI_ISL_635777
Egypt/CUNCI-HGC9I036/2020,EPI_ISL_857336
Jordan/PHBC4/2021,EPI_ISL_935043
Jordan/AM-Biolab016/2021,EPI_ISL_1406239
India/OR-ILSCV17741/2020,EPI_ISL_463058
Togo/BMC-1011-20/2020,EPI_ISL_1415293
Nigeria/BO-CV330/2020,EPI_ISL_729999
Tunisia/5516/2021,EPI_ISL_1208399
Coted-Ivoire/BKE-2022-bc17/2021,EPI_ISL_1365023
Ghana/84162_S45/2020,EPI_ISL_515103
Egypt/MASRI-009/2020,EPI_ISL_483035
Coted-Ivoire/BKE0173/2020,EPI_ISL_614358
Coted-Ivoire/BKE1482-bc71/2021,EPI_ISL_1367697
Coted-Ivoire/BKE0430/2020,EPI_ISL_681836
Coted-Ivoire/BKE0248/2020,EPI_ISL_614365
Coted-Ivoire/BKE0041/2020,EPI_ISL_614351
Coted-Ivoire/BKE0425/2020,EPI_ISL_682059
Italy/CAM-TIGEM-1602/2020,EPI_ISL_960644
BurkinaFaso/2-032-1197/2020,EPI_ISL_660479
BurkinaFaso/2173/2020,EPI_ISL_660508
Australia/QLD01/2020,EPI_ISL_407894
Singapore/4/2020,EPI_ISL_410535
Mali/M002618/2020,EPI_ISL_487449
NewZealand/20VR3131/2020,EPI_ISL_1250695
BurkinaFaso/1941/2020,EPI_ISL_660505
Benin/843/2020,EPI_ISL_476829
Coted-Ivoire/BKE0011/2020,EPI_ISL_614348
Kazakhstan/129528/2020,EPI_ISL_1334580
Nigeria/ED04-CV158/2020,EPI_ISL_527876
Uzbekistan/Tashkent-CGB-25/2021,EPI_ISL_1439597
Angola/KRISP-K009792/2021,EPI_ISL_1347942
Angola/KRISP-K009791/2021,EPI_ISL_1347941
Ghana/84218_S47/2020,EPI_ISL_515106
SouthKorea/KCDC2711/2020,EPI_ISL_522490
Australia/WA128/2020,EPI_ISL_596691
Zambia/ZMB-1241/2020,EPI_ISL_977357
Uganda/UG120/2020,EPI_ISL_738027
Cambodia/139654/2020,EPI_ISL_918362
Cambodia/137931/2020,EPI_ISL_918364
Cambodia/126518/2020,EPI_ISL_918370
Cambodia/126521/2020,EPI_ISL_918372
Cambodia/126517/2020,EPI_ISL_918369
Cambodia/126515/2020,EPI_ISL_918367
Australia/SAP603/2021,EPI_ISL_771368
Rwanda/NRLNAT1064/2020,EPI_ISL_925898
Rwanda/NRLNAT3005/2020,EPI_ISL_1301761
Rwanda/NRLNAT1018/2020,EPI_ISL_925856
Rwanda/NRLNAT1059/2020,EPI_ISL_925894
Rwanda/NRLNAT3043/2021,EPI_ISL_1301793
Rwanda/NRLNAT3044/2021,EPI_ISL_1301742
Rwanda/NRLNAT3042/2021,EPI_ISL_1301741
Uganda/UG184/2020,EPI_ISL_954282
Kenya/C82645/2021,EPI_ISL_1440096
Uganda/UG175/2020,EPI_ISL_954258
Uganda/UG190/2020,EPI_ISL_954289
Uganda/UG204/2021,EPI_ISL_954300
Uganda/UG198/2020,EPI_ISL_954294
Uganda/UG197/2020,EPI_ISL_954293
Latvia/394/2021,EPI_ISL_1219217
Malaysia/IMR_WC118251/2021,EPI_ISL_1424513
Vietnam/HCMC-05047-02/2021,EPI_ISL_1293350
Vietnam/HCMC-05046-02/2021,EPI_ISL_1366744
Vietnam/HCMC-05042-02/2021,EPI_ISL_1366742
Vietnam/HCMC-05044-02/2021,EPI_ISL_1366743
Vietnam/HCMC-05049-02/2021,EPI_ISL_1366745
Uganda/UG174/2020,EPI_ISL_954257
Uganda/UG200/2020,EPI_ISL_954296
Uganda/UG206/2020,EPI_ISL_954273
Uganda/UG165/2020,EPI_ISL_954255
Rwanda/NRLNAT1029/2020,EPI_ISL_925865
Rwanda/BH72124RD/2021,EPI_ISL_1064168
Rwanda/NRLNAT3002/2021,EPI_ISL_1302666
Rwanda/NRLNAT1051/2021,EPI_ISL_925886
Rwanda/NRLNAT3017/2021,EPI_ISL_1301772
Uganda/UG205/2021,EPI_ISL_954226
Uganda/UG201/2021,EPI_ISL_954297
Uganda/UG182/2020,EPI_ISL_954271
Uganda/UG193/2020,EPI_ISL_954287
Uganda/UG194/2020,EPI_ISL_954290
Uganda/UG202/2021,EPI_ISL_954298
Uganda/UG203/2021,EPI_ISL_954299
Uganda/UG181/2020,EPI_ISL_954270
Uganda/UG168/2020,EPI_ISL_954262
Australia/SA03/2020,EPI_ISL_480780
USA/NC-UNC-LCCC0196/2020,EPI_ISL_968151
Egypt/CCHE57357-A-22/2020,EPI_ISL_812798
Germany/BAV-PL-virotum_2IUOS/2020,EPI_ISL_1373256
Finland/FIN-25/2020,EPI_ISL_412971
India/WB-1930300451753/2021,EPI_ISL_1419696
Curacao/CW-RIVM-18416/2021,EPI_ISL_1370641
Argentina/PAIS-E0162/2020,EPI_ISL_1395815
Afghanistan/IMB07960/2020,EPI_ISL_1000999
Sweden/20-22122/2020,EPI_ISL_582791
USA/NE-NCOV21-13467/2021,EPI_ISL_1315076
USA/GA-EHC-473J/2020,EPI_ISL_1278066
Indonesia/JB-NIHRD-PME4992/2020,EPI_ISL_538513
Indonesia/BT-EIJK62/2020,EPI_ISL_889009
USA/WI-UW-330/2020,EPI_ISL_436624
USA/PA-MGEL-00183/2020,EPI_ISL_853277
Argentina/PAIS-E0173/2021,EPI_ISL_1395936
UnitedArabEmirates/1372/2020,EPI_ISL_859564
Canada/NL-NML-3103/2020,EPI_ISL_1055422
Canada/NL-NML-3120/2020,EPI_ISL_1055428
Mexico/NLE-UANL-388/2020,EPI_ISL_648597
Colombia/GVI-150146/2020,EPI_ISL_942006
UnitedArabEmirates/4018/2020,EPI_ISL_859931
USA/MI-UM-10036824774/2020,EPI_ISL_728400
Morocco/FMP-69/2021,EPI_ISL_1105946
Morocco/FMP-71/2021,EPI_ISL_1109622
Pakistan/JRCGR-KHI06/2020,EPI_ISL_779256
Kuwait/SKS00103-JAH/2020,EPI_ISL_903389
Kuwait/SKS00111-JAH/2020,EPI_ISL_903382
Kuwait/SKS00110-JAH/2020,EPI_ISL_903378
Norway/2889/2020,EPI_ISL_549132
Belarus/MN-RRCEM-Sars_Cov_2_sp_7/2021,EPI_ISL_1138983
Belarus/ChVir21840/2020,EPI_ISL_860804
Latvia/114/2020,EPI_ISL_534203
Belarus/ChVir21835/2020,EPI_ISL_861456
SaudiArabia/610/2020,EPI_ISL_490007
NewZealand/20CV0434/2020,EPI_ISL_622779
Indonesia/JI-NIHRD-PME5011/2020,EPI_ISL_538511
Afghanistan/IMB07958/2020,EPI_ISL_1000998
Indonesia/BT-EIJK259/2021,EPI_ISL_1284262
Singapore/1434/2020,EPI_ISL_693322
Singapore/1434-2/2020,EPI_ISL_693328
Singapore/1442/2020,EPI_ISL_693331
Singapore/1441/2020,EPI_ISL_693330
India/TG-CCMB-BB144/2020,EPI_ISL_1380463
India/MH-NEERI-NGP-25124/2020,EPI_ISL_1360298
India/MH-NCCS-172247/2020,EPI_ISL_1384829
India/WB-1970300048047/2021,EPI_ISL_1419427
HongKong/HKPU-05138/2020,EPI_ISL_1018325
Rwanda/AY29099RD/2021,EPI_ISL_1064153
Mauritius/N2031/2021,EPI_ISL_1191605
Mauritius/N2027/2021,EPI_ISL_1191603
Mauritius/N2026/2021,EPI_ISL_1191602
India/GJ-GBRC194b/2020,EPI_ISL_475048
Oman/24774/2020,EPI_ISL_491151
Singapore/1080/2020,EPI_ISL_596470
India/WB-1931500906953/2021,EPI_ISL_1419596
Pakistan/NIBD-04-KHI/2020,EPI_ISL_709542
NewZealand/21MV0113/2021,EPI_ISL_1172030
Norway/6603/2020,EPI_ISL_775506
India/KA-NIMH-SEQ-75/2021,EPI_ISL_860194
Morocco/FMP-61/2020,EPI_ISL_775263
NewZealand/20CV0531/2020,EPI_ISL_637086
NewZealand/20CV0527/2020,EPI_ISL_637085
NewZealand/20CV0563/2020,EPI_ISL_649125
NewZealand/20CV0556/2020,EPI_ISL_649123
Pakistan/NIH-63/2020,EPI_ISL_1385794
Pakistan/NIH-59/2021,EPI_ISL_1406393
Pakistan/NIH-58/2021,EPI_ISL_1406391
Iran/Kashmar-15K/2020,EPI_ISL_1014685
Norway/4736/2021,EPI_ISL_1318089
Pakistan/JRCGR-KHI28/2020,EPI_ISL_779262
Australia/QLD1491/2021,EPI_ISL_849752
NewZealand/20CV0223/2020,EPI_ISL_548117
Pakistan/JRCGR-KHI36/2020,EPI_ISL_779273
Pakistan/JRCGR-KHI37/2020,EPI_ISL_779283
SaudiArabia/KAUST-JEDDAH875/2020,EPI_ISL_513028
BosniaandHerzegovina/agc778/2021,EPI_ISL_910334
Iraq/NN_Erbil/2021,EPI_ISL_885143
Bulgaria/21BG-EU_000089_Pl1/2020,EPI_ISL_1233529
Australia/SAP565/2020,EPI_ISL_654808
Jordan/IR-Biolab015/2021,EPI_ISL_1406202
Turkey/15-Ankara-GUMV-49780/2020,EPI_ISL_984743
Germany/BW-FR0564/2020,EPI_ISL_1195339
Finland/S5CD7/2020,EPI_ISL_732651
Finland/28MR7CB7_S284/2020,EPI_ISL_902839
Finland/28MR17CG5_S327/2020,EPI_ISL_902815
Finland/28MR1CG11_S102/2020,EPI_ISL_902817
Bangladesh/BCSIR-NILMRC-502/2020,EPI_ISL_1033158
Bangladesh/CU-CTG-51/2020,EPI_ISL_1133254
Turkey/HSGM-1124/2020,EPI_ISL_812775
Australia/SAP592/2020,EPI_ISL_732960
Afghanistan/IMB15490/2021,EPI_ISL_1034758
Afghanistan/IMB15485/2021,EPI_ISL_1034755
Afghanistan/IMB15483/2021,EPI_ISL_1046791
Afghanistan/IMB15484/2021,EPI_ISL_1046792
Afghanistan/IMB15486/2021,EPI_ISL_1046793
Afghanistan/IMB15487/2021,EPI_ISL_1034756
Taiwan/CGMH-CGU-36/2020,EPI_ISL_667809
Singapore/1128/2020,EPI_ISL_626640
Thailand/Bangkok-CONI-0434/2021,EPI_ISL_882773
Cambodia/180348/2020,EPI_ISL_933782
Cambodia/180575/2020,EPI_ISL_933783
Thailand/ChiangRai_NS0001/2020,EPI_ISL_768524
Thailand/ChiangRai_MW0001/2020,EPI_ISL_768614
Thailand/ChiangRai_SM/2020,EPI_ISL_768528
Thailand/Bangkok-CONI-0319/2020,EPI_ISL_707707
Myanmar/DSMRC-009/2021,EPI_ISL_849742
Myanmar/DSMRC-010/2021,EPI_ISL_849743
Malaysia/MGI-MGI54/2021,EPI_ISL_1435816
Singapore/55/2021,EPI_ISL_833382
Singapore/108/2021,EPI_ISL_891247
Malaysia/IMR_5316/2020,EPI_ISL_936490
Myanmar/DSMRC-004/2021,EPI_ISL_849737
Myanmar/DSMRC-002/2021,EPI_ISL_849736
Thailand/SamutSakhon-CONI-0365/2020,EPI_ISL_733559
Thailand/SamutSakhon-CONI-0408/2020,EPI_ISL_812954
Thailand/SamutSakhon-CONI-0363/2020,EPI_ISL_733557
Thailand/SamutSakhon-CONI-0481/2021,EPI_ISL_1138838
Thailand/PathumThani-CONI-0505/2021,EPI_ISL_1073995
Thailand/PathumThani-CONI-0517/2021,EPI_ISL_1074005
Thailand/PathumThani-CONI-0572/2021,EPI_ISL_1138873
Thailand/PathumThani-CONI-0541/2021,EPI_ISL_1138845
Lebanon/LAU-R113/2020,EPI_ISL_1009123
NewZealand/20CV0063/2020,EPI_ISL_548104
India/SK-1122700009215/2021,EPI_ISL_1419118
India/SK-1122700009322/2021,EPI_ISL_1419133
NewZealand/20CV0221/2020,EPI_ISL_548116
NewZealand/20CV0362/2020,EPI_ISL_579105
Canada/MB-NML-3083/2020,EPI_ISL_1258234
Canada/ON-S2016/2020,EPI_ISL_755802
Canada/NS-NML-16217/2021,EPI_ISL_1055736
Canada/ON-S2380/2021,EPI_ISL_961459
Canada/MB-NML-3042/2020,EPI_ISL_1258202
Canada/MB-NML-16800/2020,EPI_ISL_1258416
Canada/MB-NML-16773/2020,EPI_ISL_1257974
Canada/MB-NML-16771/2020,EPI_ISL_1257972
NewZealand/21MV0187/2021,EPI_ISL_1315315
Nepal/2178/2020,EPI_ISL_754069
India/SK-1122700009206/2021,EPI_ISL_1419142
Australia/WA622/2021,EPI_ISL_1069391
Australia/QLD1472/2020,EPI_ISL_1300527
Australia/SAP488/2020,EPI_ISL_516551
Canada/BC-BCCDC-8721/2020,EPI_ISL_975959
Canada/BC-BCCDC-9649/2021,EPI_ISL_976886
Canada/BC-BCCDC-7271/2020,EPI_ISL_974775
UnitedArabEmirates/3270/2020,EPI_ISL_859721
India/WB-1930500165664/2021,EPI_ISL_1419159
India/WB-1931500896934/2021,EPI_ISL_1419611
Thailand/Bangkok-14712/2020,EPI_ISL_708815
HongKong/HKU-210308-L15/2021,EPI_ISL_1197083
HongKong/HKU-210308-L16/2021,EPI_ISL_1197084
HongKong/HKU-201216-354/2020,EPI_ISL_1034727
HongKong/HKPU-06059/2020,EPI_ISL_1159097
HongKong/HKSH1003/2020,EPI_ISL_1191097
HongKong/HKU-210308-L31/2021,EPI_ISL_1197100
HongKong/HKU-210308-L26/2020,EPI_ISL_1197095
HongKong/HKU-210308-L3/2020,EPI_ISL_1205464
HongKong/HKPU-08377/2020,EPI_ISL_1020258
HongKong/HKU-210308-S9/2021,EPI_ISL_1197109
HongKong/HKU-201216-359/2020,EPI_ISL_1034730
HongKong/HKU-201216-356/2020,EPI_ISL_1034632
HongKong/HKPU-06247/2020,EPI_ISL_1020058
HongKong/HKU-210308-L33/2021,EPI_ISL_1197102
HongKong/HKPU-06877/2020,EPI_ISL_1020094
HongKong/HKPU-06131/2020,EPI_ISL_1159099
HongKong/HKU-201216-368/2020,EPI_ISL_1034635
HongKong/HKU-201216-370/2020,EPI_ISL_1034428
HongKong/HKU-201216-365/2020,EPI_ISL_1034427
HongKong/HKU-210308-L37/2021,EPI_ISL_1197106
HongKong/HKPU-06621/2020,EPI_ISL_1020080
HongKong/HKU-201216-358/2020,EPI_ISL_1034729
HongKong/HKPU-06049/2020,EPI_ISL_1020046
SaudiArabia/596/2020,EPI_ISL_490006
India/OR-RMRC23/2020,EPI_ISL_455774
SaudiArabia/671/2020,EPI_ISL_490011
Australia/WA554/2020,EPI_ISL_794726
Norway/3755/2020,EPI_ISL_591005
env/Liechtenstein/CeMM3292/2021,EPI_ISL_1008285
BosniaandHerzegovina/VFS-UNSA-LMGFI017/2021,EPI_ISL_955186
Denmark/DCGC-14037/2020,EPI_ISL_711416
Luxembourg/LNS5002119/2021,EPI_ISL_911229
France/PAC-MEPHI-2083/2020,EPI_ISL_644491
HongKong/HKU-201216-254/2020,EPI_ISL_1034592
Luxembourg/LNS4737142/2021,EPI_ISL_1383532
Canada/QC-HCLM-7056207836/2020,EPI_ISL_1404854
Italy/CAM-TIGEM-1843/2020,EPI_ISL_960586
Italy/VEN-IZSVe-21RS86-4_VE/2020,EPI_ISL_977249
Morocco/FMP-45/2020,EPI_ISL_775221
Tunisia/38266QC/2021,EPI_ISL_1138747
Tunisia/37994/2021,EPI_ISL_1116469
Tunisia/NC9560/2020,EPI_ISL_1137609
Tunisia/35507/2020,EPI_ISL_1116464
Tunisia/34855/2020,EPI_ISL_1118884
Thailand/Chonburi-SQ-TB0062/2020,EPI_ISL_708808
Switzerland/VD-ETHZ-300477/2020,EPI_ISL_603422
Switzerland/BL-ETHZ-520670/2020,EPI_ISL_1408616
Luxembourg/LNS0291630/2020,EPI_ISL_1384435
USA/NJ-CDC-2-3769255/2020,EPI_ISL_903734
BosniaandHerzegovina/KCUS21606/2021,EPI_ISL_1300658
Slovenia/119993/2020,EPI_ISL_877424
Cambodia/110537/2020,EPI_ISL_918376
Austria/CeMM1779/2020,EPI_ISL_854147
